u,v,d
6917093881,65325039,5211.4487592076575
65314209,65291604,7599.776641969911
65300107,281555704,8745.77801939986
65325605,1723739149,7722.830804275263
65332459,65326405,1020.4044332511903
65340931,9209919060,11398.080265822751
65329637,65362919,4321.565479781208
65319027,65339315,1638.980564703579
65313120,65330033,12450.747461659763
2315778424,65293148,4810.093465947863
65357914,65375283,3533.6456413795
65307479,4011019099,5496.590834353228
65360273,65312708,3330.5238895417224
65293544,65308372,5663.9542081591035
665553804,65314792,3163.7782589693097
65357274,65307169,5699.062567786034
65314855,4062847025,7310.954440684121
65310307,5930931530,9738.984281224633
65318043,6522255329,1300.0701106689478
65330384,65287464,2430.616352380172
4062847198,65291035,8891.166405642894
10755076823,4941850449,7006.598202090256
2317961295,65319667,5702.9380723498425
65292449,65310403,8279.305378921288
316735268,4035920542,12917.574669144775
65307169,4180837706,10021.724773635593
65322720,2899908787,12022.219252257055
6320120482,258759758,6535.576512160783
258910916,8166971415,1909.1654713376925
466335817,65307543,7234.444760649316
6318851266,612730164,10649.391544150154
2450003462,65357230,8509.591188881372
1308305528,11030036734,10491.110613279046
65287928,65312622,8761.049545219537
4348279435,65296202,2122.9343590511485
65308334,65306564,3903.3283786300194
295083426,65329573,7880.946602675649
65315883,65295135,7193.635459509145
65349151,65327046,2218.9338095916423
4023103623,65325111,8736.110462175704
554160538,65360636,5533.214829182312
65289350,261510687,9131.721118348289
65308278,65324108,5055.8184878985185
258967881,2568380114,2094.859168142731
258964518,65328170,10743.787797604948
65322273,65330304,8372.745781859114
258910939,65280326,8594.88612348952
65297287,65321700,10416.212426575157
316735268,65293062,12484.910609266288
65322745,12209519614,12651.367709278826
65303045,65329612,8718.29485736352
65355420,12694690720,13817.340702326042
9409431571,65346738,5662.277697431444
65301517,65324527,7097.283866116891
65287191,2577219795,4788.052912408435
258757443,65348937,7346.339611922516
65310830,65347558,7610.246903384415
65290899,65300412,2666.3634876334568
65344399,65302760,3933.977763926524
65321216,65328488,2578.8444590533545
1201336245,65327908,8262.717848720773
65324774,65343994,11292.142385302828
65280576,65321724,1028.3603321237163
4008988501,258911613,4686.997726157145
4062468476,65281916,10616.254478439474
65317350,2577219776,1242.8939583901617
1211594133,65312641,7502.031011485764
65326360,65317279,3263.860313130118
65335670,65335999,14640.572083121979
1735964759,65348404,3192.4655664107695
330612031,65357602,10243.59388075699
65320104,65287605,4406.742198162033
65355427,420508883,1898.894919769697
65284677,4069109616,10640.433807077025
65355467,65318039,10776.244100302467
65329004,65313345,5536.42537801836
65309205,65321249,7507.969751025582
297834604,3066641490,11785.073451438235
54891569,65290340,4071.7920857915888
65333471,65294075,7296.963141915855
65336755,65300348,12270.1538278447
259138838,330657200,5545.2546182579135
65292738,258910932,4688.385614291522
65325391,65303568,1874.2797851294401
65358921,65302249,5943.491513991069
259139108,1607089632,10264.519506154831
2304626363,65309058,4861.950757738747
65314473,65315775,1499.531076649961
65317754,65321225,7708.315523867246
65311980,258757445,6839.218757449809
65306140,2449935556,1191.6605840411082
7495836614,65320025,10898.042556331833
9691602632,65295450,5396.709779135317
65359150,65336838,9333.079661334144
65320104,65294061,4207.2372611681
65324074,65309770,4656.4231631705525
65325380,65316873,892.0474401126289
6903849343,5863003875,7349.362190340606
65287179,65330829,11683.478001642425
65297262,65314222,4408.164005202053
65329637,65307677,4722.55517569898
65337675,5352470014,5656.72775055243
65317782,65335577,3346.3397990680655
4021327368,65322428,3001.636640397868
4069129336,65302109,6624.071617651771
65304012,65307191,8657.330885826843
65309032,65346761,3584.73190505261
6358814118,65286515,9152.484306254693
11037467468,724032717,10536.39882911156
2317635138,65305922,2477.062520184079
65327111,8864754195,2336.8942059298133
65333410,65290112,9153.866698218924
65299058,65298926,10249.130064795649
65302302,303007291,inf
12478830104,448104973,2880.774088070642
65297193,65319999,7608.6322215245755
65308552,65302780,2951.281377118271
65337399,65346029,9630.876967614096
65330951,65322306,4053.3717052298443
313867980,65373987,5713.075886095119
65327305,890045132,7102.42548515566
65335923,65324500,15063.159383003986
258967891,65312053,2166.168460268601
7148948184,65305602,2558.898471954613
298081952,65355066,5827.360475085217
65306102,65298273,7533.4623149374975
65325480,65295438,10764.911489040705
65306741,2480394578,3999.0099002394313
65289335,65306124,9831.966868291409
65297058,314139502,10493.24386129464
65302237,65351298,8284.603963954905
65310665,65332964,3868.4245459581634
601336584,65287193,9126.630058605417
1985091614,2980617846,6728.347864966856
65314247,258912648,9352.530771747046
65318098,65292181,3203.503432680376
65295607,65313461,5816.822419889506
65312558,65304379,4483.391102846031
65325269,4035851800,11769.136113289991
65312154,65366224,6370.284876458783
2548095086,65358818,11040.438596598802
65306714,65336713,9237.707514457245
65281429,65344387,7800.209373757507
65335358,65303259,1407.722155225328
65321085,65365835,7561.117825280824
65314156,65327192,2737.5012332645197
65293554,65317189,6279.880569265949
65328240,65326222,6948.749266119319
6376364853,65292682,3934.868594349277
11268318789,65337509,7735.6889763249
65321715,65298162,2282.9740979041044
65325211,4009044907,4999.480703740085
65312706,298938962,7296.3117289892925
65308520,65349394,7762.282319810281
65319946,65317616,5503.029593576661
259395677,65284868,10070.99918760858
65292495,295083427,5183.91862892349
65307580,258967883,6031.028131961696
65316115,65310124,1778.431842353233
6397707431,65301181,10850.674136272297
258968242,65341743,3349.6830199712467
65293718,65307916,7106.217691697659
65349371,65340997,11632.986540734137
9366567605,65292701,8498.417482641691
4022970356,65280694,16186.710653495962
4062775050,258886236,8189.304897456894
65291055,65323733,4713.7334671516155
65318699,65363471,8267.080487621166
65307714,65350043,2025.147836862829
65337470,65317383,4789.733452359375
65302964,65287360,6654.387614757353
65305283,65336788,4302.719417969852
65303955,65336280,643.4697219892518
311779353,260494522,5861.232318325686
258967886,65284015,5292.416428786807
65280159,65352367,7628.367072403787
65333079,65341537,9048.145010427426
65312221,65308343,4090.3447670379123
4070607657,355786327,14758.183293330716
258968252,65279895,5357.581066246684
65296110,65320995,7659.869047310923
3685132827,65298191,10886.979834825037
4034036873,65295218,4922.464284667597
4035920534,302728575,11747.648084338976
65316689,65299327,10785.984317397735
65323664,420508884,9020.43859218333
288981418,259408082,1880.842872356308
6329528588,65356450,5988.1626900603715
65340578,65297662,5501.082045978239
13036734821,65317959,1729.2136411955191
297838990,65303721,8746.4470924585
258759765,65318067,3831.14489322479
258968244,764844611,3400.3236913129545
65299171,1723563802,7877.807081780503
418584220,4021100591,10044.110369494341
65302385,65316139,3842.8367293185343
1723738829,5189177969,6129.6185056796
65301660,9525854834,3846.5744107963114
65325131,65299552,7901.471129132494
65370809,65360260,6570.3115694056605
4021327365,65297424,8778.74537505042
65365372,258965257,5740.568118026502
65304300,65319043,6345.607890250956
65345235,6376364853,3827.1023334707334
65306130,65298207,4487.687775523043
65325134,65312671,8393.918222586406
65309740,65281270,12842.133332614492
65317603,65305105,4402.9924770241405
65332458,768241934,7944.836881907456
65309103,65369127,5499.107082376476
65307849,65306218,3716.0599992888933
260494513,1386837960,8898.249695163177
1809552695,65338718,5718.814996653301
6356789751,65295449,6839.944416609318
65289351,65287261,3916.6850421219146
9691602723,65360594,8811.726499405588
4021100591,302481782,2294.8930915711085
65300568,65356844,11919.062282709932
65333432,65298911,7812.274877926404
267456289,434818714,7697.167776971973
1723739199,65364443,3757.137463476132
65327960,65346746,5953.246013350943
65308334,65333970,6111.412095803455
65357329,65292541,3664.049048331885
612027359,65299406,3153.438398726831
65323324,65317042,2686.476796431138
65296421,65299654,5737.114039485177
768245366,260494531,6476.902135155408
314079692,12116268953,11463.755234623457
65330743,4627636303,3986.226284000072
5217784053,279669361,3505.540856738389
65330951,65304025,3702.9857440947817
65320652,65289782,11401.249916330753
65327041,539989856,1374.4420481821048
65306901,65296636,15649.905215748031
65293964,9691602715,8076.2309183239095
12471737476,258968251,2471.4454736491416
65308693,65297197,3768.107445007154
258757443,260300259,8230.010115296878
9691602660,65299107,3445.2388966126146
5649055159,65288712,11508.989563491035
12116268953,65341656,3955.413881331411
65292830,65297605,4740.032296219198
65319806,65325502,6263.803094883633
65298642,65297149,5120.196405058285
65339581,65314821,12819.978180700957
65309759,65303704,10477.455488590269
65375711,342573716,10935.812468111366
1196830001,8452202122,11836.184443173592
65305916,6386250210,9649.509835873418
775320032,65288293,8890.792015295998
65339126,65303178,11122.05620809761
65357228,65290102,8963.272519006812
65315011,65313859,8635.255055941294
330669727,65318211,9194.597811364725
65289858,1564279875,8010.310476773154
65327469,2399952062,4669.513142378291
65309752,260496469,7412.3725409371955
6319217970,315425700,9929.465263146689
65362632,6910272809,2245.3919369916107
65346721,65332940,2997.8620986036008
65306224,65301590,9828.237006193345
4022924671,65296329,4242.295023787284
2072458846,65310684,4116.707372379886
258970637,1677798453,6166.377652212669
65332839,4809568647,9095.641896853222
65342074,3978798072,6211.654773331302
65350109,65340952,7847.086365502762
65295223,65320592,13988.75306744065
65339650,65280323,6260.680133128166
65313201,65325591,6593.454948657514
1614214671,6728777355,2926.8085627198384
612726655,65303657,9456.668029293784
65326965,65309308,8782.025938159222
258758536,258758540,441.66056515060836
65306875,65312537,10503.070749060316
1580501216,65294002,8206.097364646108
65333938,65374989,6186.500962629569
65315601,767859198,10209.973244251485
65305565,65350758,5523.530609735132
1714229542,65320529,5638.963495466237
65287442,65301487,2571.793230526337
1711296502,65358927,5786.468596590264
65336838,65292495,10458.686887564567
315423195,65318532,5087.675921842917
65345571,13036734815,7477.282239599388
9880203062,65366479,4929.006813163801
65302214,65302936,7646.941819459619
65369824,65292520,4513.0282847356075
65302160,65339102,1964.0030396491418
2548141872,65313614,7064.265654441732
65317560,65312340,6076.360478582238
258760437,65301581,2026.2502292126928
65318205,258757430,10770.880348738317
65333185,65312080,6418.869874253314
65318041,65296833,4941.91498778314
262078988,5352470007,3503.387685865124
2467158016,65317971,6645.4941906228705
258911641,65301587,5594.317302464702
12195577860,65346043,4983.537840614188
4008987881,65304078,5941.398806340768
65304053,65295499,3737.1231790944476
65353781,65303442,4946.463744656817
65308328,11370009807,5513.695834798305
4023187897,65309815,3381.2190502059607
9691602649,65322300,3747.9812014498343
65306267,65310122,8539.143288105635
263576109,65333938,1476.6646769088711
65306224,65313699,6665.973575249023
65319956,3813282935,3087.6350648556026
65362948,65323689,7952.1627821194925
5283675522,65291060,6813.544611029923
65337421,65290291,3819.4359893793903
65292574,65353927,5722.158782696255
65341351,309032093,15568.881647722146
65329940,65313422,4064.9992211580143
65293041,65299400,10277.51795525259
65282365,554160412,5305.319059715327
65297371,2304626359,5957.8029910144305
65307169,65305291,13010.993004670214
65311377,65315830,9652.00232700316
65280072,1555295536,6138.647151783814
65321791,65343803,3873.7118793111426
65334101,2072465118,4954.404690371644
65303032,258972884,3252.756163151863
258970632,65348285,5623.952286942451
65297510,297838990,4434.940791352482
65297940,65351550,4695.882160971308
65314536,65303272,4387.940912923391
9602564586,65322521,7217.947863526923
65362638,65332235,5745.800061301049
4062775036,1735998442,3276.0993778024413
65336526,65318056,2712.4778330526387
65297203,65342580,9727.128733760792
65303298,65297482,5157.702892115139
258911613,65316502,12286.986566699521
6336978437,65299624,7056.833998453508
4021550377,65333212,5004.144299624842
65293754,2837866829,4750.359215987709
65303914,65340588,6228.549304004956
4034185242,65312670,12897.287494999753
65360594,65289367,12265.700911589436
65305400,65340962,10455.664477626638
253124665,340160887,4544.669120310423
258910905,65288293,5364.147259306212
1735947610,420508876,4257.102208864505
342552112,65289320,2792.6449143471527
65307563,65314293,3064.734104388373
65349674,1712572375,8359.272466941438
65330452,9691602772,2592.3667158199255
65288985,65297717,8609.464351765693
65336617,65336083,2800.4102687275026
262263365,65297159,3688.8722581731263
542900781,317353170,7342.74963103676
3526821452,65304911,5394.3338667799935
65291373,65280393,2899.7101667217803
65316704,65313367,6857.228905150301
65304150,6353362524,7642.998016352788
65310365,65322163,11310.79918077878
65355474,9702068032,2479.9324711587897
4720933147,570569926,7774.682494626714
3711294133,65359839,4256.694176710461
65302340,4062846066,4139.152556880613
65293512,65365195,5456.263287031634
65350943,65327150,9473.802156234235
65352457,11037467466,8066.125525631308
65299092,65318320,3286.5193260337496
11370009807,65326186,9721.4839582657
65340847,6923676856,6717.961708526295
65323934,65330300,7492.249514647062
300754802,65289320,8407.699485651101
65342084,65346059,7269.540475987723
5930931530,5854943486,1104.7836735064693
65308581,4429282859,9389.37195095993
65283131,65349195,4162.035493009291
258968247,300759185,5688.801397285231
65336394,4014191230,7288.324565602291
4019282333,65348067,4120.047239871237
4724558266,8170614562,2845.6793199873105
65330472,65297118,8511.315383881247
8452281737,65314112,7577.588299130231
4023087072,65366817,9217.836470300272
65364582,65308089,11909.872576019783
4022924674,65328358,4324.445200591791
65293995,65312248,5689.1028282382895
65337410,65289038,4591.878877946346
65333155,65310648,1000.2197282533574
313867983,5853161522,12417.054900364074
258968251,65333308,4276.276942273104
4062846990,2909552124,2944.4888974926334
65291059,65303246,8054.113946196265
8274993636,65313608,5907.428729015528
3719529498,65328716,1965.4083243641103
65344233,65314343,3332.810579577015
65323826,7148948985,2096.250287757448
1266060485,65328635,5289.613619631508
1711296967,65309568,3029.172352691527
65290965,65365464,5757.620027861664
346527550,1723739199,3589.3629464936676
8339315407,65303996,5186.718593356816
65303628,65307440,4104.242302303395
6988532585,65287213,2445.282984019295
65298894,281555723,11198.306785556675
12479146924,3125305435,9547.343930566833
65315412,4972490072,7410.842868521383
65306795,9691602623,2921.681318225335
741739944,65317128,16150.409912702236
65306688,65353553,8278.914034079717
1211594149,2624373701,4558.917156292543
12195577837,6347985786,4961.411417031783
65337080,13187897042,3718.860893928159
65290337,65295485,10331.777749264747
65287179,65308343,4935.123433542066
8452281737,3146838883,13390.706562092539
65311334,65290112,4778.999206583072
65348742,65365166,3766.831211161232
65297486,65312705,7036.615090147381
2480394584,65336833,9598.454324707038
65302643,65322306,6533.3421055381
65335530,612767847,7580.1059451594365
65303635,65351814,13298.526106126275
65318981,65345242,4724.531456968011
4800142346,65323746,4699.339968991322
416343071,65305396,7156.7214570100905
9602564569,65296244,6346.733664489589
65299693,4087524911,9886.420177038775
65307354,65314572,7071.201315125291
4023187931,332786709,3865.945701722167
65324734,570569843,9566.886996529764
65336993,6358814112,10366.495580500943
258758039,65340862,7137.61895852439
65303940,12116291923,5794.793933662207
65291555,65301539,7341.769451567496
13187897044,65347067,3833.671089185229
65321687,65321052,4529.685052093708
258964508,65351000,14403.288277820251
65308435,65310610,6345.029474149271
315707135,4021327368,11084.786529547819
1469069155,65346445,11631.292452967966
65312549,65307808,10921.307775644567
340160892,65284336,11285.314568024998
65308685,65317769,8263.841158925341
65325211,65359150,5901.816781344201
65281253,259097784,5036.221137524166
1677788990,65364279,2992.202204790385
65288928,65324427,503.7013172561038
65318338,65329934,8177.691742412189
65314879,4271220380,8424.473937690596
65302139,6352716099,8103.593044253156
65347361,65287952,3320.1361327935756
65287111,65333713,3902.772798099009
65293117,65298559,6909.26395022061
65288879,65343649,5878.365963087278
4044911320,4070947311,4172.516155619764
65354557,65301753,4799.337818528002
8548079945,258759753,6183.6577054754935
4035865576,65332198,8058.056947910216
65307711,678279139,5194.029889248931
6142268320,65295281,10218.29002989617
65293453,258912678,10047.03909707496
1767172818,65282949,10315.890212367032
65354288,65295082,7360.30108046361
65293760,65295530,11555.212914030497
65303096,258965257,5630.572243557753
5840630949,65307698,5928.369842911187
678282184,65291358,8931.358455552536
65337513,260494523,5703.813488404418
258916790,12195577878,2482.688134912191
65308300,65290083,8539.843503408674
65282190,65349668,9030.461609308031
5854734901,65360649,17663.822219835987
4044866160,258910905,6542.789393347718
8274993659,9970631352,8191.43194059638
65315021,65332940,1947.4124656836739
65355434,65330288,18045.509527060083
65287486,65348256,4662.8205090196
12465758748,65305301,5848.897306343345
5343465961,65362154,7116.548244429911
65291284,65283505,2725.828695532765
315423195,4062847066,2359.9540300335493
65308520,65316936,9473.980780336486
65297123,65327095,8376.350824867273
65316694,65366933,8307.46123774383
65347352,7231156183,9613.293692974044
5840630959,4265147895,4255.9537765344185
258968238,65299831,6017.396286952181
65333452,65318460,7180.09511959906
65317406,65333988,5195.510119585054
600650911,4009068063,2223.5760614343208
265666763,65316801,8504.889956588526
65318069,9244324890,11869.791197251898
5027208674,65280134,7767.38525179295
332032212,6386555583,5157.500661400101
4008988353,65325371,4699.757113620566
65309738,2933667009,6482.866911657596
65300644,1211585376,8517.597901785934
65291604,65354417,7917.260692744347
65323977,65299409,4959.368601967971
1286844245,2487283195,12259.367125773138
65319620,65357946,4186.703001947835
65303529,65334111,636.8479796037172
65367656,65297393,8260.836193925174
1975846054,65295139,6315.2697064171
65280473,65307248,8472.291371597577
65348048,293757276,7150.530144610185
65317595,276546818,3046.623167164367
65294011,258910947,4013.804477684128
65365372,65322576,5659.881978994264
65306205,65371530,5719.194549926815
65350760,4035920524,9160.72900711294
9409431586,65358593,10549.190432712141
388001178,65295130,1973.0745963125655
65374989,318783030,10095.22965118949
65304075,5854734905,5657.32601188142
65333496,65336367,7297.864621736233
597367424,65345250,12004.068022944677
65289275,3999746827,5760.563399901524
9470669678,65306641,7899.606842424107
65287763,260494510,6169.6375587273815
260496469,65280672,8073.3333051050895
1501320631,65313357,4770.087394167141
65314173,2920416778,9126.861905679129
65375019,65348256,5983.450530655488
65361600,65333594,2762.886893063445
65308832,258967891,1992.0811368931086
65364774,371251238,11387.839543397604
65306568,65369643,7114.5973693388605
65321197,54891569,9074.178927874293
4951863008,65339338,8396.043482037037
65281874,65329434,3495.448978174699
65325351,65304099,5418.270429311926
65316852,65293135,7941.90411086822
65314171,65365448,6314.037817935059
65315429,12465758748,10181.46876990031
65327079,767741496,8493.133869655614
65302909,2630856883,9709.128987135051
65289375,65360261,11047.329401241943
65280040,65321542,2825.347714759477
1501115176,65337174,3009.1458819592067
313868118,65292311,11393.490340820947
258467576,65298154,6435.924573555584
65333779,65293657,4995.829267248873
258911641,65302044,10932.388135605232
65334903,65336594,7181.850095098714
7026307316,636389103,4823.6704325803585
65358669,258916794,2887.291221347879
258965618,258468617,5366.071085992414
4062847056,65305336,2613.8232585278456
65330409,65314330,8745.948463929606
65296833,65347352,9260.378231295648
65320535,65333369,12889.530112643692
260494517,1172747892,7396.372200708182
65292463,65302899,7434.2031043378865
65310455,65345234,7900.018803532737
65287699,65348290,3305.701423326744
65363220,65319539,4853.904156173688
65280326,65310690,6924.739325061151
65324579,65292447,5836.110255608506
65317786,260190943,2570.221091751967
65304002,65300093,10470.848825052653
65303703,65294209,2684.4798207323665
65314212,65288284,5977.10401825564
65318691,65344366,2862.9917800046856
2726269066,65315304,3600.0593371923123
65282506,65346661,3244.876019801633
65312058,65316314,6985.633082228431
65343985,2609017309,8080.554523981816
65334091,65292358,6576.067866009479
65344106,65287689,5910.021860480981
65305454,600650911,6921.28640967486
258911611,65333714,2354.1271096780843
65356296,65311015,9637.767206921822
65307453,2317635432,7986.283940503047
65316813,9691602674,11450.644302243049
65323715,65287329,9196.262660252105
65347159,65337333,2343.6992765177265
8274993679,612027255,12051.004805299008
65303581,65307172,5202.921880740852
65314676,65352690,1159.9086961423932
258911621,9691602783,5912.815435288472
65288920,65299833,3066.909200197435
6923574562,65303732,10006.029653231068
65323826,65355467,14014.60627541171
65306138,65297427,4049.377223794716
4044919945,65373094,9559.206641292554
65298689,65345497,12830.056602218889
1472411079,2609017285,3629.627158705104
65310662,4941850449,9358.178144389414
4002287620,65342045,10801.31207186719
65307399,65307412,439.2602519936829
2800130439,12478830104,5377.40181203498
65283387,65290225,2232.5137841349037
2304626355,65279910,6026.582129911447
65330951,65305727,3598.4516397971393
65317547,7148948184,5797.406850300861
65346909,65321104,8140.2468807943105
65317576,9660046410,5537.461974596691
12952646366,65312109,13320.190721504823
65312022,65295556,7128.630657269134
6397707431,65304820,4474.76033562873
5296804075,65280154,7339.735412537994
598810515,65335871,2545.0435814369866
65337964,7637504855,1914.1382868850246
1511324797,9691602772,4068.0269622013147
260170257,1201336071,2992.946603485298
355786801,1501430311,7860.187537974541
65328721,65324626,6460.841001577088
65347919,65308770,10261.343676128541
65330344,65280738,8344.160061279847
764893119,1735998418,2979.927832405666
65349484,65336904,1764.4108692715217
258758539,65308500,4788.374670844253
65296469,65297956,8491.029738356287
65327079,65307765,3911.7055893402407
65368350,5826707779,9659.452563646153
258970629,65298349,2199.527467330278
65306587,65288704,10670.155731627816
2450003428,65302199,6163.212019392524
65318239,4021550377,4590.795377305124
65321323,65305105,9131.899349703037
4034123036,911547144,11281.418316510095
4014191243,65316061,6480.564392355959
741751306,65321034,6204.882710108061
6348636581,2399950829,3527.5725122287054
6383748107,315422932,3274.5985302591766
65317356,65337506,6128.027009086932
65294067,65306148,9282.837099837696
65339068,601217513,7672.91884953564
65318433,65295073,2865.27924152213
65323586,65315415,6620.856725689862
612729669,65322412,9153.174113510866
1580501212,65288182,8202.51788993273
8274993659,65288967,7642.949443317291
65308746,65342081,8398.559689510026
65327301,4018809916,4722.495948555265
65347148,65296086,7918.9247221273845
9602564572,258916794,8972.904496835585
6348636575,65318650,4257.69135119451
13018138432,3717633726,6508.456443415077
65285133,65307381,6465.665978024981
65351722,65308287,8401.828146525777
65311897,4954703704,7425.6873267620895
4044911147,65337797,16891.104618935828
258967879,65365168,1518.8306947199635
65318612,65350752,2415.0097143446214
65314903,65314567,8288.746254686308
65326220,386844923,8425.046760644913
65297439,65297956,9954.529620813362
1501430216,297838769,4939.017763765617
65308287,65299389,2354.0370933978434
65301931,65369671,5540.086851733419
65299193,65322312,6703.331575346657
258967899,258911603,7488.047980889055
258757428,258973960,7610.627635538711
65349237,65296183,3757.31195278298
258963774,313868120,9648.763221083906
259097784,258910950,10480.422896403132
65328191,4035851799,8105.7761543794895
997382976,65292678,7676.524142742763
65356357,65333834,5039.019595285569
4782115824,65311875,2402.3904429229356
65336097,65345534,5465.58602029079
65355930,65310795,7992.207907989397
6910182908,5427637920,2952.371833431516
4022970356,65297588,5051.27728106501
65298695,65290249,8759.492802951287
258916758,65280104,2706.8306356001144
1386838087,1809551380,10688.378386172664
3646946061,65308520,4689.001659887822
65296321,65329943,4671.387443392302
65280738,65363174,7913.442928914662
65327183,65303034,12247.794748746934
65311580,65332321,4307.622337205766
3462373347,65298367,8107.135893419568
12591637642,65287945,1440.7404357444507
2477163302,65315504,3845.837021897874
9691602635,65336308,3296.6613143893787
65350602,5745956392,6164.005663920091
259138841,7148948985,2637.2372023000285
259138856,65326236,7146.663743152704
65312721,65305696,10537.67009126676
65312706,65314056,1730.3133598462114
436983705,12128704827,7310.165811757666
65301577,65314207,969.5832896611946
65319536,65317117,3281.7795952076463
7248238190,2477163311,3994.557004290041
65286997,65320919,7151.802941470271
258755866,65331040,9027.028779535955
65296385,65361824,3618.915211725428
65328567,65280072,12514.935082585564
2445177280,767752910,3431.6784471788073
258912691,65301660,6663.0442173326555
65313053,1723738832,7521.12025364025
65303268,259139187,8928.5948300824
65332289,5826312317,11326.76715086916
65375419,65337493,8770.53581710292
262078988,65292463,9372.707944672684
65345288,65365349,9966.580949924455
65318524,65325404,5015.1093765132755
65328187,65306124,5312.447007686258
4009068056,65292759,1767.2117683011247
65310974,295083426,4226.797370222406
761766172,6323949673,7403.438260450363
1378125423,65341510,11607.075327036593
65325277,65350736,8603.020818872048
5458237923,612715733,7449.347603469995
258967891,65317189,6409.873199729354
11885909447,65306179,6744.788219614449
65310403,65316301,6746.656148802099
258910941,65299426,5809.355033827435
1677788942,65361886,5987.781220001887
4070947311,65305036,inf
65290958,65324983,9899.190048325132
4011962211,5994182975,11355.632707088182
65303495,65339081,11612.296219728889
4070609048,65289124,22667.93089737271
65305065,65313625,3645.8684023022442
65306421,65365950,7093.459133020064
65289317,65316561,8427.482589271867
65288860,65315504,3311.953427865251
65323625,65348278,7838.641457975051
5027208673,436986613,479.7574029564974
65312641,3722705735,6843.590390961992
65295474,65293718,7096.150712466892
65328637,65332176,8440.651997535528
65325497,1656765987,3077.176430629975
65328485,65299288,12359.171588277382
65336485,65289478,11332.016538258651
1580501212,1728581574,4339.080146686025
65343994,65333118,10534.68271953506
4044972227,65292329,15394.105883182068
65305930,65362987,9796.754031093129
65358921,65344794,2592.66893077043
4954703704,4008988516,7246.76500609073
5863003879,65302778,5822.481687402944
65321850,315422800,1933.3452456947985
65336617,65288560,12426.197142016023
65336103,4034544343,13091.234213238893
258912623,65296264,9683.37108421101
54891208,258758554,3321.4264103023716
315422935,65299107,12185.51128536252
65324863,65302728,997.4846985831189
65352337,2286930479,7092.472983718501
837099790,65339290,5037.617744627768
65297379,65303989,10870.183645782457
65362744,65304300,2380.5194480117775
65305030,65361047,5115.85095623502
65337001,4014191243,2386.280704625263
65306825,65295388,4833.423124366067
1692478761,65287699,4762.335304020783
309033123,4019269605,2278.268929164018
258965489,65294090,12557.404841956379
633361293,65327150,7338.406880591397
65282369,65353235,6770.219574140346
297253755,3314954624,6213.211681249472
65322598,65307208,5599.954296927289
4038272413,65359394,4942.505743427567
65330886,267455444,9701.049910711647
65301431,65290741,5971.6158565808955
4009044916,258760440,2690.6930426253757
2548141872,601342298,9879.483468734774
65352692,275511833,3821.40315440721
65334046,65298589,10575.386326893324
65348343,65311755,6227.129834983659
65288815,65309735,11638.56148312937
65337800,65322468,18513.82468596773
65314163,6456587004,2654.099721412951
65288324,1266060482,8682.8041589329
65330033,65362218,10236.60636667422
65287621,65304165,5031.58140062226
65319544,267455480,1127.040129909627
65303943,65300078,6139.033379783905
65322524,65295369,6309.91229380269
65320168,65315436,6004.541373234497
65362683,65279852,10371.433802969676
65343351,65311003,3471.1696343718113
65301655,302034473,8273.642974949398
65368177,258910951,2908.1029380820196
258910932,65318648,7570.4555574300775
65328565,65307050,4895.795840818173
65328198,1501115133,4898.376380900713
65285050,65301931,5433.621198884596
5352469999,65304300,4582.217425996169
65351748,65339070,8062.286113017541
65295609,6903647260,14262.147225681761
65337001,65320535,11405.933823182775
65289331,65335023,10560.366361446906
1511324797,65337401,6877.755977778742
65309735,65288302,4463.420433913639
65325303,65357343,11771.722052996494
346527550,6696711125,3183.8535255704633
65340272,65318071,4616.8626048105325
65312198,775301861,4864.070150804892
5556967423,65289478,4975.440965363596
4014191243,65294051,7779.597129946875
259407001,65319467,9009.407202718157
5283675522,65293453,5757.056985059024
65319908,65336823,4643.627891442698
4014218767,6248840170,8001.343356102291
633361293,65321140,2049.062953158259
65348153,65305930,15536.621311104733
65327169,65343295,9677.879425302632
65342425,65310648,6134.143213770009
3685177529,65327408,4875.968143088292
65329950,65343960,8180.340029694986
258758534,65358252,10265.459408847737
65324775,65321354,5670.04833455165
65351167,3714677136,7437.06849405297
65360913,1735947581,3467.5791895043612
2882819847,65345370,8888.253982379258
65313822,65319886,6780.332124547477
65368177,65317270,5732.233620129084
65360913,65337410,9574.2179373873
65316397,2933665486,7950.518642987063
65303548,65319595,2523.8230875009267
65299346,258973960,11013.964366417218
1711296983,11072071268,9111.669474368313
65280002,1563110139,9171.60340909249
65295887,65349472,2097.810105209584
65295543,775307664,9172.038859755148
65349481,2304626312,4428.429941320273
65337881,65332942,2111.9692955116243
65294171,65358925,2980.873527867571
65292201,65292449,8052.385112663142
65355040,65351939,1003.6616824641214
65313363,258911650,5105.683667872529
65314286,65330013,3207.376901342982
65320154,65311377,5372.993067424785
309032633,65286673,4537.291720521747
4021550352,1712505069,2920.912920115261
1837300277,65313186,10478.922636934121
65312693,1614214693,7100.7042672775715
678279139,65337493,3727.612519317029
2912242145,4022941220,inf
65349449,258910922,11682.16090136532
65306694,65293035,4623.622502844564
65319541,65287285,3895.2348748215377
4121865742,65287655,11461.460241524854
4037489080,9691602649,9117.227982777202
65287147,65351088,2256.0671831170903
1130443087,65351392,7669.5502877656745
65308587,65314187,6933.446262094512
65373669,65322364,3245.9052029622662
